job_id,job_title,company,location,job_description,experience,education,salary,job_type
JOB00076,Data Scientist,Amazon,Noida,"Amazon is hiring a Data Scientist. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with Python, SQL, Pandas, Machine Learning, Statistics. Strong analytical thinking, communication and attention to detail are required. This position is based in Noida and requires 2-3 years of experience.",2-3 years,MCA,6-10 LPA,Full-time
JOB00077,SQL Developer,Amazon,Noida,"We are looking for a SQL Developer to join our team at Amazon in Noida. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include SQL, MySQL, PostgreSQL, Database, ETL. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 5+ years of relevant experience.",5+ years,MBA,8-12 LPA,Internship
JOB00078,Financial Analyst,TechNova Solutions,Delhi,"TechNova Solutions is hiring a Financial Analyst. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with Excel, SQL, Power BI, Financial Modeling, Statistics. Strong analytical thinking, communication and attention to detail are required. This position is based in Delhi and requires 2-3 years of experience.",2-3 years,BCA,8-12 LPA,Part-time
JOB00079,Financial Analyst,Cognizant,Chennai,"We are looking for a Financial Analyst to join our team at Cognizant in Chennai. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include Excel, SQL, Power BI, Financial Modeling, Statistics. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 3-5 years of relevant experience.",3-5 years,BCA,6-10 LPA,Contract
JOB00080,Power BI Developer,Wipro,Jaipur,"We are looking for a Power BI Developer to join our team at Wipro in Jaipur. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include Power BI, DAX, Power Query, SQL, Excel. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 3-5 years of relevant experience.",3-5 years,Master's Degree,6-10 LPA,Full-time
JOB00081,Data Scientist,Amazon,Bengaluru,"We are looking for a Data Scientist to join our team at Amazon in Bengaluru. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include Python, SQL, Pandas, Machine Learning, Statistics. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 3-5 years of relevant experience.",3-5 years,Master's Degree,5-8 LPA,Internship
JOB00082,Database Administrator,Accenture,Gurugram,"Accenture is hiring a Database Administrator. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with SQL, MySQL, PostgreSQL, Oracle, Database Administration. Strong analytical thinking, communication and attention to detail are required. This position is based in Gurugram and requires 2-3 years of experience.",2-3 years,B.Tech,5-8 LPA,Internship
JOB00083,Cloud Engineer,CloudPeak Systems,Gurugram,"We are looking for a Cloud Engineer to join our team at CloudPeak Systems in Gurugram. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include AWS, Azure, Linux, Docker, Cloud Computing. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 0-1 years of relevant experience.",0-1 years,MBA,5-8 LPA,Part-time
JOB00084,Data Scientist,DataSphere Analytics,Remote,"We are looking for a Data Scientist to join our team at DataSphere Analytics in Remote. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include Python, SQL, Pandas, Machine Learning, Statistics. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 0-1 years of relevant experience.",0-1 years,Master's Degree,3-5 LPA,Part-time
JOB00085,Web Developer,TCS,Gurugram,"We are looking for a Web Developer to join our team at TCS in Gurugram. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include HTML, CSS, JavaScript, React, Git. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 0-1 years of relevant experience.",0-1 years,MCA,6-10 LPA,Contract
JOB00086,BI Analyst,Wipro,Kolkata,"We are looking for a BI Analyst to join our team at Wipro in Kolkata. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include SQL, Power BI, Excel, DAX, Data Visualization. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 5+ years of relevant experience.",5+ years,MBA,4-6 LPA,Contract
JOB00087,Machine Learning Engineer,Mu Sigma,Mumbai,"Mu Sigma is hiring a Machine Learning Engineer. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with Python, Machine Learning, TensorFlow, Scikit-learn, Docker. Strong analytical thinking, communication and attention to detail are required. This position is based in Mumbai and requires 2-3 years of experience.",2-3 years,MCA,6-10 LPA,Part-time
JOB00088,Data Scientist,Mu Sigma,Navi Mumbai,"Mu Sigma is hiring a Data Scientist. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with Python, SQL, Pandas, Machine Learning, Statistics. Strong analytical thinking, communication and attention to detail are required. This position is based in Navi Mumbai and requires 1-2 years of experience.",1-2 years,Bachelor's Degree,10-15 LPA,Full-time
JOB00089,QA Engineer,DataSphere Analytics,Delhi,"DataSphere Analytics is hiring a QA Engineer. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with Selenium, Python, Java, SQL, Automation Testing. Strong analytical thinking, communication and attention to detail are required. This position is based in Delhi and requires 5+ years of experience.",5+ years,BCA,3-5 LPA,Contract
JOB00090,Data Analyst,Amazon,Jaipur,"Amazon is hiring a Data Analyst. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with Python, SQL, Excel, Power BI, Tableau. Strong analytical thinking, communication and attention to detail are required. This position is based in Jaipur and requires 3-5 years of experience.",3-5 years,Bachelor's Degree,5-8 LPA,Internship
